ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.936)",negative,Angry,"('Angry', 0.47463129850633584)","When had to walk over three kms through field which had wild bulls, because my car had broken down."
"('positive', 0.697)",positive,Sad,"('Sad', 0.3837272387193983)","When saw man hitting child of years without any consideration, simply because the child had been leaning against window."
"('negative', 0.816)",negative,Sad,"('Sad', 0.4888971171083107)",friend of mine who was driving car ahead of me died in car accident.
"('negative', 0.531)",negative,Fear,"('Fear', 0.5245869482760543)",When had to dissect live mouse at school.
"('neutral', 0.376)",neutral,Sad,"('Sad', 0.34019890524996377)",When was child had to recite poem in show at the end of the term.
"('negative', 0.432)",negative,Fear,"('Fear', 0.3115109964721938)","When saw program on Ethiopia on T.V, fews hours earlier had thrown away some clothes and food."
"('positive', 0.92)",positive,Happy,"('Happy', 0.32090231914667133)",When saw that the mark had obtained in an exam was good one.
"('negative', 0.949)",negative,Sad,"('Sad', 0.6583896723384935)",We were in the country and walked away from the others one night. Suddenly something moved sharply in front of me and was not able to see what it was.
"('negative', 0.94)",negative,Angry,"('Angry', 0.4823215654385058)","When was young, became very angry as was not allowed to stay up all night for the fair in my town."
"('negative', 0.81)",negative,Sad,"('Sad', 0.507379254444684)",When summer is over and have to leave the town where spend my holidays.
"('negative', 0.623)",negative,Fear,"('Fear', 0.4442126511300453)",When saw several people washing their car with water from drain.
"('positive', 0.585)",positive,Fear,"('Fear', 0.2496708441518852)",When inadvertantly entered the ladies room and met some girls on my way out.
"('negative', 0.93)",negative,Angry,"('Angry', 0.3481787115890217)",was entrusted with an object and while using it handled it carelessly and it broke.
"('positive', 0.961)",positive,Happy,"('Happy', 0.3429912307701576)","When learned, after the ecography, that my mother was expecting baby girl. That was what wanted."
"('negative', 0.7)",negative,Sad,"('Sad', 0.26391251209425054)","One night, walking along park, began to think that some roughnecks would appear suddenly with knives and things like that."
"('negative', 0.544)",negative,Fear,"('Fear', 0.3254102126359206)",had an exam and had it well prepared. did the first part very well but did not know the second part.
"('negative', 0.919)",negative,Angry,"('Angry', 0.618788570611227)",When my parents did not let me go on study tour.
"('positive', 0.954)",positive,Fear,"('Fear', 0.29491713477779785)","One day was going through the street door of my house, when man asked me for doctor. He then showed me his genitals and asked me to cure him myself."
"('negative', 0.773)",negative,Sad,"('Sad', 0.3625318799958233)",Each time the professor asks me question in class.
"('negative', 0.925)",negative,Angry,"('Angry', 0.3344024205335478)",had an argument with my boyfriend. It was my fault but my pride would not let me admit it.
"('positive', 0.532)",positive,Excited,"('Excited', 0.3798290135890607)",An invitation to spend days at the seaside with all expenses paid.
"('neutral', 0.629)",neutral,Fear,"('Fear', 0.3867393309024636)",film on zombies.
"('negative', 0.568)",negative,Angry,"('Angry', 0.399782544124062)",When males in my family try to assign house duties exclusively with referance to sex.
"('positive', 0.933)",positive,Happy,"('Happy', 0.613009904265444)",had quarrell with my boyfriend and decided to finish with him and and my Easter holidays.
"('negative', 0.485)",negative,Sad,"('Sad', 0.32059866273004756)","When after storm in the country, left my shelter and saw big, fat, slimy green toad by my side."
"('positive', 0.587)",positive,Fear,"('Fear', 0.2523138554757738)",When friend from whom preferred to hide my private life discovered that had relations with man.
"('negative', 0.738)",negative,Sad,"('Sad', 0.405803896872897)",When my brother had to spend all evening repairing gear-lever that had broken.
"('positive', 0.825)",positive,Excited,"('Excited', 0.3523637666719477)",When passed the university entrance exam.
"('negative', 0.967)",negative,Angry,"('Angry', 0.5519537648493471)","When was walking down the street, some boys showed me knife and stole all my money."
"('negative', 0.897)",negative,Angry,"('Angry', 0.5237137815805819)","When they threw my holder down on the floor, with all my notes for an exam inside it and they got all mixed up."
"('positive', 0.526)",positive,Sad,"('Sad', 0.23879169000251932)",When my mother was operated.
"('neutral', 0.496)",neutral,Fear,"('Fear', 0.2626085005350509)",When see pornographic films.
"('negative', 0.814)",negative,Angry,"('Angry', 0.3838256927752381)",One day got on the bus without any money or season ticket and the driver threw me out.
"('negative', 0.871)",negative,Angry,"('Angry', 0.34772010520011554)",When friend of mine was beaten for what was my fault.
"('positive', 0.931)",positive,Happy,"('Happy', 0.3420937202563653)",My father had an operation which lasted for hours. We were all very worried but it was successful.
"('negative', 0.595)",negative,Sad,"('Sad', 0.3466855757515826)",was walking along subway when saw group of louts. was rather afraid because was alone.
"('negative', 0.78)",negative,Fear,"('Fear', 0.3364348111416662)",An old woman was violently thrown down the stairs of the tube by group of louts.
"('negative', 0.763)",negative,Happy,"('Happy', 0.3556213811037688)","child, years old, died in stupid way. He fell from place which was metre high."
"('negative', 0.863)",negative,Sad,"('Sad', 0.4157047645278575)",On the road there was dead animal with its entrails showing and its skull crushed.
"('negative', 0.834)",negative,Sad,"('Sad', 0.43559571496926425)",We were discussing subject knew very little about it) and was holding my ground. They showed me that was wrong.
"('negative', 0.947)",negative,Angry,"('Angry', 0.39063381011221343)","could have passed the last exam of the public competition, but failed as had not studied."
"('positive', 0.561)",positive,Fear,"('Fear', 0.3061552141243796)",was studying in the library and class-mate told me that she had obtained grant to work in the library.
"('negative', 0.765)",negative,Sad,"('Sad', 0.3673923924728829)",Before knowing my marks was not sure that wanted to go to that class.
"('positive', 0.642)",positive,Excited,"('Excited', 0.22185548769837632)","learned that class-mate had given list, of peolpe who help each other in exams, to the professor."
"('negative', 0.936)",negative,Sad,"('Sad', 0.3916291807764375)","phoned two friends and was not able to arrange meeting with either of them, so had to change my plans."
"('negative', 0.805)",negative,Fear,"('Fear', 0.5011600509651212)",was in the cafeteria at the university and class-mate told me that friend of hers had had all her teeth taken out because of an infection caused by her eating rat's nail in her hamburger.
"('negative', 0.684)",negative,Sad,"('Sad', 0.5761168504803864)","had to meet girlfriend to go out for drink and she arrived with her aunt, to whom was introduced. Then the aunt left."
"('negative', 0.619)",negative,Sad,"('Sad', 0.5509032971903451)","One night, after having decided to finish our relationship, took my girlfriend home. While driving back home, felt that had not handled the whole thing very well."
"('positive', 0.782)",positive,Happy,"('Happy', 0.3322055807039166)",The begining of my relations with my current girlfriend.
"('negative', 0.702)",negative,Fear,"('Fear', 0.49636738624706067)","When am alone at night after having read horror stories, and then heard unexplainable noises."
"('negative', 0.736)",negative,Angry,"('Angry', 0.3809798411609875)",typical family argument.
"('positive', 0.5)",positive,Angry,"('Angry', 0.271636982991201)",The disqualification of two of my mates in the military service.
"('negative', 0.683)",negative,Fear,"('Fear', 0.7654364915383444)",The sight of vomit on the street.
"('negative', 0.446)",negative,Fear,"('Fear', 0.3545300158036218)",When criticizing something about person and then realizing that the person whom one is talking to is similar.
"('negative', 0.806)",negative,Sad,"('Sad', 0.30843674898605106)",Not to have studied enough when exams were near.
"('positive', 0.679)",positive,Excited,"('Excited', 0.3167508040285139)",When pass an exam.
"('neutral', 0.584)",neutral,Fear,"('Fear', 0.3399071713131243)",Continous fear of nuclear war.
"('negative', 0.892)",negative,Angry,"('Angry', 0.3551046973257137)","When you kill yourself with work and see the number of slakers wandering around, doing nothing."
"('negative', 0.708)",negative,Sad,"('Sad', 0.6527213958053669)",When someone in my family died.
"('negative', 0.397)",negative,Angry,"('Angry', 0.3377751040562944)",To loose friends because of them over-estimating themselves.
"('negative', 0.667)",negative,Angry,"('Angry', 0.6042399826210954)",When people next to me play the fool.
"('negative', 0.387)",negative,Angry,"('Angry', 0.3030481550958632)",To force someone to do something that suits me.
"('negative', 0.555)",negative,Fear,"('Fear', 0.3533889165110598)","thought that was going to fail subject and so began to study for the final exam, then my friend told me that had passed it. That meant that could go home, as do not study in my hometown."
