ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.544)",negative,Sad,"('Sad', 0.3178300030372424)",Me too Fox Boomerang Irrepairable Damage
"('positive', 0.443)",positive,Sad,"('Sad', 0.4261249689437744)",I seriously wish be one of
"('neutral', 0.518)",neutral,Excited,"('Excited', 0.2627363100191726)",ignite interest as rival seek momentum
"('negative', 0.798)",negative,Sad,"('Sad', 0.40611728229037747)",I didnt expect to be the worst partisan pontificate moderate
"('positive', 0.487)",positive,Happy,"('Happy', 0.31328141292847145)",spend the with Kim and What time
"('positive', 0.811)",positive,Excited,"('Excited', 0.29159275041434696)",Top discuss during on Ben Rand Mike
"('negative', 0.386)",negative,Fear,"('Fear', 0.3056804089375041)",I hope Ben say more about use tax and tithe because that be the most crazy thing say all night
"('neutral', 0.465)",neutral,Bored,"('Bored', 0.32153960155980404)",talk about like fan talk about their past
"('neutral', 0.488)",neutral,Angry,"('Angry', 0.49647372979569554)",Save all the baby Except those kill by unsecured gun
"('positive', 0.447)",positive,Bored,"('Bored', 0.36151320665551145)",But be say he be treat unfairly Yea Right
"('neutral', 0.551)",neutral,Excited,"('Excited', 0.46718050352363016)",never give up your leverage before the negotiation start
"('negative', 0.406)",negative,Bored,"('Bored', 0.4291082387877109)",Last night they only care about their money god and
"('negative', 0.424)",negative,Fear,"('Fear', 0.2759654997456929)",My from the be the format stink Eliminate the moderator question Let the actually debate
"('negative', 0.5)",negative,Fear,"('Fear', 0.255371698733851)",I be eager to see what the next poll say cause they hammer Trump hard If that didnt slow him down I dont know what
"('positive', 0.996)",positive,Happy,"('Happy', 0.43579803590044136)",BEST THING READ TODAY forever thankful for the wit and humor of Willy Boy
"('negative', 0.838)",negative,Angry,"('Angry', 0.38257934729070464)",Can you not God to
"('negative', 0.877)",negative,Bored,"('Bored', 0.34655514951235705)",you be completely embarrass and unprofessional last even
"('positive', 0.985)",positive,Happy,"('Happy', 0.3031995282518613)",TRUE
"('positive', 0.83)",positive,Excited,"('Excited', 0.2537588854657376)",Trump Kelly
"('negative', 0.714)",negative,Sad,"('Sad', 0.32152311732455785)",have lower attendance than the national spell bee and its be probably less qualify
"('positive', 0.974)",positive,Excited,"('Excited', 0.35801031134208383)",be brilliant last night as always I love or ticket for the win
"('positive', 0.596)",positive,Excited,"('Excited', 0.28047504554226566)",Trump you be funny Unqualified Nasty Wrongheaded but funny
"('neutral', 0.783)",neutral,Bored,"('Bored', 0.3034995964725943)",who really think that US manufacture can be competitive in
"('negative', 0.427)",negative,Bored,"('Bored', 0.2644087904373503)",God with usual sadism seem to be tell multiple they have His vote
"('positive', 0.527)",positive,Bored,"('Bored', 0.45873976466045197)",Trump get the award for most entertain
"('negative', 0.762)",negative,Angry,"('Angry', 0.3530751387076806)",Fox clearly forget the entire issue until someone from the audience have to jump in Fox be the big loser last night
"('neutral', 0.379)",neutral,Bored,"('Bored', 0.2767582877770426)",Trump always look like he be on the business end of a you can taste
"('negative', 0.781)",negative,Angry,"('Angry', 0.3411335063826227)",What an mean spirit pickle up your arse bunch of fool without any redeem
"('negative', 0.802)",negative,Angry,"('Angry', 0.29521510801105827)",If the New York Times think Fox News do a good job then no matter who your candidate be We be in trouble
"('neutral', 0.636)",neutral,Fear,"('Fear', 0.5149546226156672)",I wonder if the people in the audience be just on their way out from the Don concert and stick around
"('negative', 0.703)",negative,Angry,"('Angry', 0.5918527056705976)",ABSOLUTELY I REFUSE TO ALLOW to speak for me Ill draw my own
"('positive', 0.684)",positive,Bored,"('Bored', 0.32703276980861)",Professor in perfectly sum up last nights state of US politics
"('neutral', 0.801)",neutral,Happy,"('Happy', 0.24589503883941394)",So all vote democrat no matter what but you spend your night watch the so you could tweet
"('negative', 0.41)",negative,Excited,"('Excited', 0.24757932337390434)",Only Accomplishment be I Ran a Top Company Into The GROUND Got Fired
"('neutral', 0.542)",neutral,Angry,"('Angry', 0.34996506424021073)",get a uterus then well talk
"('positive', 0.924)",positive,Happy,"('Happy', 0.3289904059830535)",Agreed Well say
"('positive', 0.596)",positive,Fear,"('Fear', 0.3359815759994887)",Well more of this have not forget that in
"('positive', 0.712)",positive,Excited,"('Excited', 0.3611874061033488)",Does believe win republican support by attach
"('negative', 0.451)",negative,Angry,"('Angry', 0.2822451888537809)",Last night be a bad game show FOX should be embarrass Like without rubber and water hazard
"('neutral', 0.609)",neutral,Angry,"('Angry', 0.2890316023260958)",Hey media If you ignore Trump maybe hell go away Just a hint
"('negative', 0.498)",negative,Sad,"('Sad', 0.29939927567814795)",be hugely entertain Sadly we learn almost nothing
"('positive', 0.783)",positive,Excited,"('Excited', 0.48776899567043586)",Wild Card Presidential Race Its Good to be
"('positive', 0.961)",positive,Happy,"('Happy', 0.47877743753775026)",I just take a stroll through Have spit load of coffee laugh Good form nice job
"('neutral', 0.639)",neutral,Bored,"('Bored', 0.24605452266326389)",Walker think the most effective force be tie to
"('positive', 0.65)",positive,Excited,"('Excited', 0.265675060648561)",The candidate that consistently talk about plan on cut ALL form of immigration will quickly gain the support
"('neutral', 0.393)",neutral,Bored,"('Bored', 0.30198597663069376)",Anyone hear from God yet
"('neutral', 0.654)",neutral,Angry,"('Angry', 0.4489339002661665)",leave out of On the th anniversary of the Voting Act vote right be not mention once
"('positive', 0.549)",positive,Sad,"('Sad', 0.540804455084372)",My feel for each candidate
"('positive', 0.687)",positive,Excited,"('Excited', 0.6201773450943029)",Crazy day fun night exhaust week This be b the fire up for the big event
"('positive', 0.451)",positive,Bored,"('Bored', 0.3991563511043022)",Ben the depend on uneducated
"('neutral', 0.415)",neutral,Excited,"('Excited', 0.26291856692088156)",The purpose of the military be to kill people break in route to be wildly
"('negative', 0.857)",negative,Fear,"('Fear', 0.27847157375933274)",never see a whiteface minstrel show before
"('neutral', 0.406)",neutral,Fear,"('Fear', 0.29613584067080073)",Well have be to a gay wed Whats the next huge news at the Is go to name the black
"('negative', 0.756)",negative,Fear,"('Fear', 0.37123353038750395)",This stink so far
"('neutral', 0.51)",neutral,Excited,"('Excited', 0.38882599362917725)",in the prove a
"('positive', 0.469)",positive,Fear,"('Fear', 0.3198788234762314)",Why my young conservative and I feel awkward we support gay marriage marijuana and choice so
"('neutral', 0.698)",neutral,Excited,"('Excited', 0.21898415213432762)",via
"('negative', 0.729)",negative,Angry,"('Angry', 0.24821842894459975)",I think do everything it could to derail the during the you fail
"('neutral', 0.933)",neutral,Fear,"('Fear', 0.27268256681347325)",Everyone go watch the story on Who need when you have snap
"('negative', 0.881)",negative,Angry,"('Angry', 0.2500992766703447)",Somewhere in the White House President be do this and not even watch the
"('negative', 0.669)",negative,Fear,"('Fear', 0.2558503698179552)",The only doctor worse than Ben be Bill
"('positive', 0.561)",positive,Excited,"('Excited', 0.42471536583287217)",Balderdash be my favorite word that describe s presidential campaign run
"('negative', 0.549)",negative,Fear,"('Fear', 0.2636752957994859)",I try to watch the debate but instead I watch play Who Grew Up the
"('positive', 0.732)",positive,Happy,"('Happy', 0.21302016338559088)",I Am Listening To A Radio Station They Are Calling In The Gave You A
"('neutral', 0.501)",neutral,Fear,"('Fear', 0.2790994056631841)",warren Tonight be drink racist uncle who post on
"('neutral', 0.453)",neutral,Sad,"('Sad', 0.23954498437381874)",when you leave the Republican Party and become a Democrat
"('negative', 0.637)",negative,Bored,"('Bored', 0.3806854646645668)",need a reality check that it be HIS brother who mess up Dont put on that
"('neutral', 0.691)",neutral,Excited,"('Excited', 0.3082159276476058)",Somewhere in the world an member be tell Bush YOU LIE We come into power because of your brother
"('neutral', 0.417)",neutral,Fear,"('Fear', 0.2558571214749713)",Only in could Trump be a serious contender to lead the country
"('negative', 0.891)",negative,Bored,"('Bored', 0.34511405100812137)",Our media be such that a fail who call former a liar win sad
"('neutral', 0.413)",neutral,Angry,"('Angry', 0.2815414033863936)",I make a donation to the Democratic Party in the middle of last nights I dont claim a party affiliation
"('negative', 0.879)",negative,Fear,"('Fear', 0.3119471658862221)",In the caucus Republican call s first debate a disaster
"('neutral', 0.746)",neutral,Sad,"('Sad', 0.33176351379478586)",come back to us just in time Maybe Bill will as well
"('negative', 0.57)",negative,Bored,"('Bored', 0.3741154765122242)",at its
"('positive', 0.828)",positive,Angry,"('Angry', 0.22076328223642536)",The get me like
"('negative', 0.404)",negative,Bored,"('Bored', 0.232094438880457)",Its not just what say but what say about what he say v
"('neutral', 0.612)",neutral,Angry,"('Angry', 0.2484309444920382)",Were in for a very long nomination fight one political pundit tell after
"('negative', 0.722)",negative,Bored,"('Bored', 0.43865717810127514)",Trump He be an ignorant Not Presidential No class just money Clearly money cant buy u class he skip dignity too
"('positive', 0.443)",positive,Excited,"('Excited', 0.30660914715413495)",Well be go to have a ball this weekend with last nights
"('negative', 0.731)",negative,Fear,"('Fear', 0.3046896872985115)",Its possible that didnt know they be go to ask him question
"('neutral', 0.605)",neutral,Sad,"('Sad', 0.31242506865561614)",want to look into the criminal activity of plan parenthood and not the police force
"('neutral', 0.844)",neutral,Excited,"('Excited', 0.39912019465307197)",What be the first thing you do when you be defrost
"('negative', 0.814)",negative,Sad,"('Sad', 0.4931635040763444)",disappoint that never bother to ask if any of the believe in this guy
"('neutral', 0.761)",neutral,Happy,"('Happy', 0.6683522101520154)",If this be where democracy have lead us maybe we should head back to the tree
"('negative', 0.97)",negative,Angry,"('Angry', 0.5557631632858081)",Definitely notice Definitely NOT appreciate Definitely NOT acceptable
"('neutral', 0.337)",neutral,Fear,"('Fear', 0.2789448238463833)",Did they just ask PRESIDENTIAL IF GOD SENT THEM A MESSAGE Did drop by w his as well
"('negative', 0.431)",negative,Angry,"('Angry', 0.4766333824180571)",be Politically Correct have nothing to do with Bad Manners
"('neutral', 0.772)",neutral,Bored,"('Bored', 0.2725205320024843)",earn a spot at the big table for next debate dont you think
"('neutral', 0.593)",neutral,Angry,"('Angry', 0.2542608641552145)",Walker bring up his in his reason for why he should be president
"('positive', 0.538)",positive,Sad,"('Sad', 0.21178325561730993)",The new We suck and everyone be better than us
"('positive', 0.947)",positive,Happy,"('Happy', 0.28539764996233463)",Theyre the perfect post cure on the
"('positive', 0.989)",positive,Excited,"('Excited', 0.6340481101854625)",w on be pretty awesome annotation be cool
"('negative', 0.577)",negative,Sad,"('Sad', 0.2876819355515521)",The biggest disappointment from the be that more time be spend talk about gay marriage than on improve the economy
"('negative', 0.438)",negative,Fear,"('Fear', 0.19627005914066264)",Recap of the these want to make for all
"('neutral', 0.428)",neutral,Fear,"('Fear', 0.30715066235949795)",We Spotted An at the Once He Turns Around Know Right Away
"('positive', 0.835)",positive,Excited,"('Excited', 0.46018436829112463)",Success Liberal debate
"('negative', 0.916)",negative,Fear,"('Fear', 0.6079242350577253)",Sorry to get political but this make me sick
