ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.875)",negative,Angry,"('Angry', 0.28233794303579113)"," If they recorded it and sent it to people, they obviously meant for it to get out there. But if they didn't, feel bad."
"('neutral', 0.715)",neutral,Bored,"('Bored', 0.48851060791981)", Don't count on it
"('negative', 0.551)",negative,Sad,"('Sad', 0.7190671084924899)",have to put my dog down tomorrow.
"('neutral', 0.553)",neutral,Bored,"('Bored', 0.29055114484998157)",shower before doctor's appointment
"('negative', 0.925)",negative,Sad,"('Sad', 0.537048426066839)",My sunglasses broke
"('positive', 0.999)",positive,Happy,"('Happy', 0.5592843067125606)", Ahh but but haha They're so cute together!! ;_; cutest couple really! he's so sweet
"('negative', 0.957)",negative,Sad,"('Sad', 0.6664140850691926)","lost my nintendogs, it's very upsetting."
"('positive', 0.852)",positive,Sad,"('Sad', 0.32143586342235514)",Can't believe how gorgeous the weather has been today ; I've had to spend it at work!
"('negative', 0.936)",negative,Angry,"('Angry', 0.37527953473101333)",Geez I'm hating bein at work till  on day like this feel like its wasted lovley day
"('negative', 0.896)",negative,Angry,"('Angry', 0.5452619481037813)",The pool doesnt open til tomorrow!
"('negative', 0.989)",negative,Sad,"('Sad', 0.44286346733778836)",Has bad headache
"('negative', 0.802)",negative,Sad,"('Sad', 0.372504234017561)",  know it's sad. But back in  the auto industry didn't understand that iPhones would change our lives
"('negative', 0.983)",negative,Angry,"('Angry', 0.4602315911876938)",have three hours to do my hair. and it STILL won't be straight
"('positive', 0.862)",positive,Sad,"('Sad', 0.2717720712819022)",told myself wasn't gonna cry and then one kid that everyone made fun of all year said ;it's been good year;
"('negative', 0.397)",negative,Sad,"('Sad', 0.3829015642446889)"," so sorry, just found the members preview has been sold out for awhile. It opens at Noon to the general public"
"('negative', 0.914)",negative,Fear,"('Fear', 0.4140321275739452)",exhausted and sick... my face is greenish
"('negative', 0.421)",negative,Sad,"('Sad', 0.37869267650171645)","waiting for aaron to get into town, and then leave him for work. booo"
"('positive', 0.771)",positive,Sad,"('Sad', 0.4502437576634066)","does not feel like babysitting. want to go to the gym. weird, know. miss zack"
"('positive', 0.718)",positive,Happy,"('Happy', 0.21728701664014505)",Its Friday! Only more hours until I'm free!.....until tomorrow. oh well
"('positive', 0.652)",positive,Happy,"('Happy', 0.29291706688970687)",hope amy is okai
"('negative', 0.88)",negative,Sad,"('Sad', 0.6297159714032671)",am so stressed and sad about pugsly missing. hope hes okay. am stuck at otrip and cant look for him someone post his pic on FB me
"('negative', 0.476)",negative,Sad,"('Sad', 0.3144247692428028)","I'm sitting in altanta. It's raining in boston. Yay for flying in the rain, that should help with my fear."
"('negative', 0.946)",negative,Sad,"('Sad', 0.41911025637041094)"," Unfortunately, no."
"('negative', 0.875)",negative,Sad,"('Sad', 0.515272401418722)", i'm trying in lots of pain though.
"('neutral', 0.497)",neutral,Sad,"('Sad', 0.4711055545486417)", Bro. Martin!! need you to repent!! Pam said we were going to get to meet you last wknd...
"('negative', 0.885)",negative,Bored,"('Bored', 0.603259112202736)"," woooooow wanna join the maseera, but on bed rest can't drive thy going crazy or its the boring type?"
"('negative', 0.823)",negative,Bored,"('Bored', 0.38900714405714226)","Bleargh. can never clean as much of my house as want to before work, no matter how early wake up. Today: sink, laundry."
"('positive', 0.657)",positive,Sad,"('Sad', 0.3820670158218239)","The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I'm probably twice her age"
"('neutral', 0.671)",neutral,Excited,"('Excited', 0.3058002425552582)", don't even look at their fabric unless need polar fleece. It's worth the extra to go to Needle and Thread.
"('positive', 0.842)",positive,Bored,"('Bored', 0.7195338625652351)", It means ;luv ya; in Zulu/Xhosa. Probably spelt it wrong lol. Can't creative day ...tired so translated
"('negative', 0.869)",negative,Angry,"('Angry', 0.7398421697953339)", How inconsiderate!
"('positive', 0.613)",positive,Sad,"('Sad', 0.3776274046046849)", know that feeling.
"('negative', 0.868)",negative,Bored,"('Bored', 0.5079074251667661)","Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with heating cream (stinks) and ice. bore very much"
"('negative', 0.604)",negative,Fear,"('Fear', 0.38140169324950657)",well paisley has one of those cone things around her head...SO funny but feel bad for her
"('positive', 0.441)",positive,Sad,"('Sad', 0.31708776443437886)",Everyone is so sad about the no touching rule. You still get to see them! More than most of us get!
"('negative', 0.455)",negative,Sad,"('Sad', 0.26207748443525497)"," yeah man, they brought it back on the market couple years ago...it scarce through"
"('negative', 0.854)",negative,Angry,"('Angry', 0.5518843946294428)", dont depress me have the mother-in-law staying the weekend. Someone else to wait on other than the kids!
"('negative', 0.861)",negative,Sad,"('Sad', 0.32288494923707667)", sorry but I'm not impressed in the slightest b/c don't eat pussy..more like saddened and confused
"('negative', 0.769)",negative,Angry,"('Angry', 0.583325086304998)",OMG The LG KC touchscreen fone is such pile of shite!! Roll on new contract in  months
"('negative', 0.918)",negative,Sad,"('Sad', 0.44719447544306945)",why is it so cold!?!?!
"('neutral', 0.427)",neutral,Sad,"('Sad', 0.3980057337141947)", wana be there num fan sharsies??!!!
"('positive', 0.958)",positive,Happy,"('Happy', 0.5017206825122862)",thinking of you Katy Perry
"('negative', 0.778)",negative,Angry,"('Angry', 0.41216838813403983)", you're surrounded by them! have no official nieces/nephews yet
"('negative', 0.913)",negative,Sad,"('Sad', 0.4309545116565351)",it'S freezing and raining here
"('negative', 0.928)",negative,Sad,"('Sad', 0.35971111569940056)",is becoming edgy bcause the lappy has not arrive yet
"('negative', 0.464)",negative,Sad,"('Sad', 0.3590227518363754)","Another favorite local place bites the dust: Con Sabor Cubano, the place go to for the most amazing Cuban sammiches, is closed"
"('negative', 0.992)",negative,Sad,"('Sad', 0.5249056747305675)",_Jo took pics but cant find my camera chord to upload them my cell phone doesnt do justice. It feels like nothings on
"('positive', 0.697)",positive,Fear,"('Fear', 0.2968510438975755)"," haha well was at my friend's party, but then realized forgot my stepmom's bday, so had to come home to call her!"
"('positive', 0.499)",positive,Fear,"('Fear', 0.4871376021401513)",just saw pony that used to live in front of my house again. he's developed cushing's disease tho
"('neutral', 0.48)",neutral,Sad,"('Sad', 0.6066041402324197)",    Byebye web buddies The cubes look so sad... SRoach had no idea you are BigToach.
"('positive', 0.932)",positive,Happy,"('Happy', 0.29647481870904097)", just found out minutes ago mama said his speech is still slurred but he seems to be doing ok
"('neutral', 0.671)",neutral,Fear,"('Fear', 0.46286327319698106)",Thinking of making Google Wave wordpress plugin in the next months... Really want to test it
"('negative', 0.677)",negative,Sad,"('Sad', 0.4231982369526862)", seriously.. it used to spend most of the time in my house..
"('negative', 0.955)",negative,Sad,"('Sad', 0.35766257107052135)",_mit_glee It is confusing and flippin expensive
"('negative', 0.916)",negative,Sad,"('Sad', 0.2826711722157978)"," no kidding, the trends are pretty much useless now. Too bad"
"('negative', 0.988)",negative,Sad,"('Sad', 0.4615744821682946)",yeaaaahh lunch but no food/money
"('neutral', 0.474)",neutral,Fear,"('Fear', 0.3770853785913949)",heading out to the park with the kids hope it does not rain -looking cloudy?
"('negative', 0.918)",negative,Angry,"('Angry', 0.6481181516504932)",fuck hate when the strawberries run out in my special
"('positive', 0.536)",positive,Bored,"('Bored', 0.2745944232849975)",is about to go for run.. in this weather..
"('negative', 0.912)",negative,Angry,"('Angry', 0.3660446125008449)",Getting cleaning on tues then getting tooth pulled on thurs. Then gotta schedule bridge that might need root canal--ugh.
"('positive', 0.481)",positive,Excited,"('Excited', 0.2549931590475603)", its brokey
"('negative', 0.89)",negative,Angry,"('Angry', 0.517222331224527)", We wasnt invited to yall get togethers either! Then  and  was playin security and told us to be quiet!!
"('neutral', 0.778)",neutral,Angry,"('Angry', 0.35664518497623565)",Where is the boss... I'd like to have my check and leave please!
"('negative', 0.956)",negative,Sad,"('Sad', 0.5559290588525356)",We're not gonna be able to talk again
"('positive', 0.685)",positive,Sad,"('Sad', 0.6900503500659413)",sad today...neighbour taking down beautiful willow tree
"('neutral', 0.566)",neutral,Excited,"('Excited', 0.28472635995660633)",cart path only
"('positive', 0.946)",positive,Excited,"('Excited', 0.2955055876555318)","damnnn this day came to fast, but cherished all the moment had"
"('negative', 0.896)",negative,Sad,"('Sad', 0.39160773242860586)",  Pool party? Why wasn't informed????
"('negative', 0.825)",negative,Sad,"('Sad', 0.342302884078455)",michael scholfield is no more. He is dead. am sorry
"('negative', 0.631)",negative,Sad,"('Sad', 0.40934424241641293)", WHATS THE VIDEO?? CANT WATCH IT!
"('negative', 0.788)",negative,Sad,"('Sad', 0.44803056840595246)",had good day but im now skint again
"('positive', 0.73)",positive,Happy,"('Happy', 0.3371436141261543)", OOuUch!...good luck
"('negative', 0.821)",negative,Angry,"('Angry', 0.3538033817079918)", im the only one in the office! and jammed the copier
"('positive', 0.726)",positive,Happy,"('Happy', 0.5193020089648583)"," we're gonna miss you. dont worry, there will be more for sure!"
"('negative', 0.777)",negative,Angry,"('Angry', 0.2961297320791819)",Finals week dont bother me im studying
"('neutral', 0.461)",neutral,Excited,"('Excited', 0.24079559410219645)","Do fish feel pain? Yes, says new study. "
"('positive', 0.818)",positive,Bored,"('Bored', 0.2748913020325091)","Finally got to wash my hair! feel much better now, but gotta dry it ... Effffffort."
"('negative', 0.826)",negative,Angry,"('Angry', 0.38491205766968295)",Someone just fuck up birthday sex for me ... he basically said the song is about nigga being selfish ... Listen to the song carefully
"('negative', 0.753)",negative,Sad,"('Sad', 0.5567659681272736)","though the clothes of AW Collection from + designers will be there, together with the visual arts, but it is not"
"('positive', 0.504)",positive,Sad,"('Sad', 0.3959544729342378)","David Mitchell's presenting 'Have Got News For You' tonight ; love him! think he's ace ; On another note, damn this headache"
"('negative', 0.617)",negative,Sad,"('Sad', 0.40514858787768004)", PLEASE come to Minneapolis/St. Paul area!!!! looked on your schedule but don't see anything close anytime soon.
"('negative', 0.735)",negative,Sad,"('Sad', 0.47730070085313664)",love him..i hate him..i loved him yesterday...ill hate him tomorrow....damn im confused
"('negative', 0.634)",negative,Bored,"('Bored', 0.34861277585297257)", cold and rainy
"('neutral', 0.676)",neutral,Happy,"('Happy', 0.2660904069179984)"," ha!The potential is there but so is the loss of fingers, think you can get the PO to do it? At charge and not full proof"
"('negative', 0.377)",negative,Angry,"('Angry', 0.3138001188969241)",has now found bug in the RHEL bnx driver Cant handle high packets per second (; k)
"('negative', 0.904)",negative,Fear,"('Fear', 0.4814992707942574)","gross. it's hot, and there's cotton EVERYWHERE.. hello allergies."
"('neutral', 0.792)",neutral,Happy,"('Happy', 0.5262641769988005)",baby need you right here right now
"('negative', 0.819)",negative,Sad,"('Sad', 0.2416894742702602)", ... schedule says : class? will be late for  #campjitterbug
"('negative', 0.799)",negative,Bored,"('Bored', 0.36677830853736)",work in one hour
"('positive', 0.703)",positive,Sad,"('Sad', 0.4764170556936027)",#followfriday  although she doesnt consider me sweetheart to
"('negative', 0.612)",negative,Sad,"('Sad', 0.6913008868997403)",is so gutted she can't get tickets for pink!
"('negative', 0.636)",negative,Sad,"('Sad', 0.29915373331829986)",Thought she wuz my best friend...
"('negative', 0.419)",negative,Fear,"('Fear', 0.3798391204434045)", So sorry Definitely getting it out this weekend.
"('negative', 0.963)",negative,Bored,"('Bored', 0.6924879298208955)",Is still tired due to late nights out and work and has to up early again moro work bad times!
"('positive', 0.432)",positive,Bored,"('Bored', 0.24826769119673806)", oh ok guess next time then!
"('positive', 0.464)",positive,Sad,"('Sad', 0.3610846023373578)", Wish was there!
"('negative', 0.847)",negative,Sad,"('Sad', 0.5467511825350677)","Again, No P.F. Changs for lunch Booooo"
"('positive', 0.509)",positive,Fear,"('Fear', 0.23556969042100356)","Oh well, there go my hopes for seamless transfer of blog however am now on track and will have it up and running sometime this eve"
"('negative', 0.943)",negative,Sad,"('Sad', 0.5374297021533697)",Downside to being on client site... no donut today.
"('negative', 0.537)",negative,Sad,"('Sad', 0.393652044479161)", Wish could go. Gotta work.
